Number,Frequency,Species,genus_species,timetree_species,taxon_id,manual_taxon_id,taxon_id_final,genus,domain,kingdom,phylum_division,class,time_to_common_ancestor_with_humans,num_swissprot_seqs,num_trembl_seqs,uniref100_count,uniref90_count,uniref50_count,time to ancestor Homo sapiens,time to ancestor Mus musculus,time to ancestor Arabidopsis thaliana,time to ancestor Rattus norvegicus,time to ancestor Saccharomyces cerevisiae,time to ancestor Bos taurus,time to ancestor Schizosaccharomyces pombe,time to ancestor Caenorhabditis elegans,time to ancestor Bacillus subtilis,time to ancestor Oryza sativa,time to ancestor Dictyostelium discoideum,time to ancestor Drosophila melanogaster,time to ancestor Danio rerio,time to ancestor Gallus gallus,time to ancestor Mycobacterium tuberculosis,time to ancestor Pongo abelii,time to ancestor Salmonella,time to ancestor Methanocaldococcus jannaschii,time to ancestor Xenopus tropicalis,time to ancestor Haemophilus influenzae,time to ancestor Escherichia coli,time to ancestor Sus scrofa,time to ancestor Macaca fascicularis,time to ancestor Candida albicans,time to ancestor Synechocystis,time to ancestor Archaeoglobus fulgidus,time to ancestor Emericella nidulans,time to ancestor Vibrio cholerae,time to ancestor Staphylococcus aureus,time to ancestor Ashbya,time to ancestor Kluyveromyces lactis,time to ancestor Acanthamoeba polyphaga,time to ancestor Oryctolagus cuniculus,time to ancestor Aspergillus fumigatus,time to ancestor Rhizobium meliloti,time to ancestor Neurospora crassa,time to ancestor Canis lupus,time to ancestor Zea mays,time to ancestor Toxoplasma gondii,time to ancestor Plasmodium falciparum,time to ancestor Anopheles gambiae,time to ancestor Monodelphis domestica,time to ancestor Gorilla gorilla,time to ancestor Chlamydomonas reinhardtii,time to ancestor Ambystoma mexicanum,time to ancestor Schmidtea mediterranea,time to ancestor Apis mellifera,time to ancestor Streptomyces coelicolor,time to ancestor Pectobacterium atrosepticum,time to ancestor Aquifex aeolicus,time to ancestor Pasteurella multocida,time to ancestor Shigella flexneri,time to ancestor Bacillus anthracis,time to ancestor Photorhabdus laumondii,time to ancestor Halalkalibacterium halodurans,time to ancestor Klebsiella pneumoniae,time to ancestor Enterobacter,time to ancestor Yersinia pestis,time to ancestor Nostoc,time to ancestor Pan troglodytes,time to ancestor Mycoplasma pneumoniae,time to ancestor Citrobacter koseri,time to ancestor Serratia proteamaculans,time to ancestor Yarrowia lipolytica,time to ancestor Sinorhizobium fredii,time to ancestor Agrobacterium,time to ancestor Shewanella oneidensis,time to ancestor Debaryomyces hansenii,time to ancestor Treponema pallidum,time to ancestor Cronobacter sakazakii,time to ancestor Methanothermobacter thermautotrophicus,time to ancestor Listeria monocytogenes,time to ancestor Pseudomonas aeruginosa,time to ancestor Helicobacter pylori,time to ancestor Ralstonia solanacearum,time to ancestor Photobacterium profundum,time to ancestor Neisseria meningitidis,time to ancestor Mycolicibacterium smegmatis,time to ancestor Rickettsia prowazekii,time to ancestor Brucella melitensis,time to ancestor Caulobacter vibrioides,time to ancestor Aliivibrio fischeri,time to ancestor Bacillus licheniformis,time to ancestor Thermotoga maritima,time to ancestor Clostridium acetobutylicum,time to ancestor Xanthomonas campestris,time to ancestor Oceanobacillus iheyensis,time to ancestor Lactococcus lactis,time to ancestor Corynebacterium glutamicum,time to ancestor Erwinia tasmaniensis,time to ancestor Sodalis glossinidius,time to ancestor Xylella fastidiosa,time to ancestor Deinococcus radiodurans,time to ancestor Chromobacterium violaceum,time to ancestor Methanosarcina acetivorans,time to ancestor Bordetella pertussis,time to ancestor Geobacillus kaustophilus,time to ancestor Acinetobacter baylyi,time to ancestor Pyrococcus furiosus,time to ancestor Solanum lycopersicum,time to ancestor Nicotiana tabacum,time to ancestor Proteus mirabilis,time to ancestor Alkalihalobacillus clausii,time to ancestor Thermosynechococcus vestitus,time to ancestor Pyrococcus horikoshii,time to ancestor Synechococcus elongatus,time to ancestor Halobacterium salinarum,time to ancestor Saccharolobus solfataricus,time to ancestor Lactiplantibacillus plantarum,time to ancestor Cupriavidus necator,time to ancestor Campylobacter jejuni,time to ancestor Rhodopseudomonas palustris,time to ancestor Cereibacter sphaeroides,time to ancestor Enterococcus faecalis,time to ancestor Aeromonas hydrophila,time to ancestor Trichormus variabilis,time to ancestor Burkholderia mallei,time to ancestor Ovis aries,time to ancestor Methylococcus capsulatus,time to ancestor Caldanaerobacter subterraneus,time to ancestor Phytophthora infestans,time to ancestor Emiliania huxleyi,time to ancestor Paramecium tetraurelia,time to ancestor Entamoeba histolytica,time to ancestor Trichoplax adhaerens,time to ancestor Hydra vulgaris,time to ancestor Nematostella vectensis,time to ancestor Branchiostoma floridae,time to ancestor Petromyzon marinus,time to ancestor Takifugu rubripes,time to ancestor Anas platyrhynchos,time to ancestor Notamacropus eugenii,time to ancestor Felis catus,time to ancestor Aedes aegypti,time to ancestor Culex quinquefasciatus,time to ancestor Lottia gigantea,time to ancestor Brugia malayi,,UniRef90_all_counts,UniRef50_90_all_counts
144,602,Photobacterium profundum (strain SS9),Photobacterium profundum,Photobacterium profundum,0,298386,298386,Photobacterium,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,602,10313,5279,4632,1848,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,768,3618,3618,768,768,3618,3618,3618,3134,3618,3618,101,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,768,4101,768,768,3134,768,3134,768,768,768,3134,3618,3134,768,768,3618,2439,2439,871,3618,3000,768,3618,3134,1481,2849,1993,0,1940,3134,2439,2439,2439,101,3134,4180,3134,1778,3134,3134,3134,768,768,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,768,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,4518.980835,1994.091652
150,587,Neisseria meningitidis serogroup B (strain MC58),Neisseria meningitidis,Neisseria meningitidis,487,122586,122586,Neisseria,Bacteria,,Pseudomonadota,Betaproteobacteria,3618 MYA,1917,56220,728,545,429,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,1940,3618,3618,1940,1940,3618,3618,3618,3134,3618,3618,1940,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,1940,4101,1940,1940,3134,1940,3134,1940,1940,1940,3134,3618,3134,1940,1940,3618,2439,2439,1940,3618,3000,1940,3618,3134,1940,2849,1993,1940,0,3134,2439,2439,2439,1940,3134,4180,3134,1940,3134,3134,3134,1940,1940,1940,3134,1993,3618,1993,3134,1940,3618,3618,3618,1940,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,1940,3134,1993,3618,1940,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,19723.75801,7430.683164
151,586,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),Mycolicibacterium smegmatis,Mycolicibacterium smegmatis,1772,,1772,Mycolicibacterium,Bacteria,,Actinomycetota,Actinomycetia,3618 MYA,648,25712,28161,8466,2967,3618,3618,3618,3618,3618,3618,3618,3618,2908,3618,3618,3618,3618,3618,14.2,3618,3134,3618,3618,3134,3134,3618,3618,3618,2908,3618,3618,3134,2908,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1380,3134,4101,3134,3134,2908,3134,2908,3134,3134,3134,2908,3618,2908,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2908,3134,3134,3134,3134,3134,0,3134,3134,3134,3134,2908,4180,2908,3134,2908,2908,621,3134,3134,3134,2739,3134,3618,3134,2908,3134,3618,3618,3618,3134,2908,2908,3618,2908,3618,3618,2908,3134,3134,3134,3134,2908,3134,2908,3134,3618,3134,2908,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,7920.271409,2676.314298
152,584,Rickettsia prowazekii (strain Madrid E),Rickettsia prowazekii,Rickettsia prowazekii,0,272947,272947,Rickettsia,Bacteria,,Pseudomonadota,Alphaproteobacteria,3618 MYA,1082,2118,637,553,417,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,2439,3618,3618,2439,2439,3618,3618,3618,3134,3618,3618,2439,3134,3618,3618,3618,3618,3618,2042,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,2439,4101,2439,2439,3134,2439,3134,2439,2439,2439,3134,3618,3134,2439,2439,3618,2042,2042,2439,3618,3000,2439,3618,3134,2439,2849,2439,2439,2439,3134,0,2042,2042,2439,3134,4180,3134,2439,3134,3134,3134,2439,2439,2439,3134,2439,3618,2439,3134,2439,3618,3618,3618,2439,3134,3134,3618,3134,3618,3618,3134,2439,2849,2042,2042,3134,2439,3134,2439,3618,2439,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,615.9223337,402.5967424
155,576,Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094),Brucella melitensis,Brucella melitensis,0,224914,224914,Brucella,Bacteria,,Pseudomonadota,Alphaproteobacteria,3618 MYA,1399,11555,1386,690,372,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,2439,3618,3618,2439,2439,3618,3618,3618,3134,3618,3618,2439,3134,3618,3618,3618,3618,3618,593,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,2439,4101,2439,2439,3134,2439,3134,2439,2439,2439,3134,3618,3134,2439,2439,3618,593,593,2439,3618,3000,2439,3618,3134,2439,2849,2439,2439,2439,3134,2042,0,1377,2439,3134,4180,3134,2439,3134,3134,3134,2439,2439,2439,3134,2439,3618,2439,3134,2439,3618,3618,3618,2439,3134,3134,3618,3134,3618,3618,3134,2439,2849,1042,1194,3134,2439,3134,2439,3618,2439,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,1331.799578,782.1160772
156,575,Caulobacter vibrioides (strain ATCC 19089 / CB15) (Caulobacter crescentus),Caulobacter vibrioides,Caulobacter vibrioides,0,190650,190650,Caulobacter,Bacteria,,Pseudomonadota,Alphaproteobacteria,3618 MYA,915,18497,3446,2878,1458,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,2439,3618,3618,2439,2439,3618,3618,3618,3134,3618,3618,2439,3134,3618,3618,3618,3618,3618,1377,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,2439,4101,2439,2439,3134,2439,3134,2439,2439,2439,3134,3618,3134,2439,2439,3618,1377,1377,2439,3618,3000,2439,3618,3134,2439,2849,2439,2439,2439,3134,2042,1377,0,2439,3134,4180,3134,2439,3134,3134,3134,2439,2439,2439,3134,2439,3618,2439,3134,2439,3618,3618,3618,2439,3134,3134,3618,3134,3618,3618,3134,2439,2849,1377,1194,3134,2439,3134,2439,3618,2439,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,7164.573382,2812.494166
157,573,Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri),Aliivibrio fischeri,Aliivibrio fischeri,668,,668,Aliivibrio,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,1042,27644,87842,11668,4653,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,768,3618,3618,768,768,3618,3618,3618,3134,3618,3618,24.3,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,768,4101,768,768,3134,768,3134,768,768,768,3134,3618,3134,768,768,3618,2439,2439,871,3618,3000,768,3618,3134,1481,2849,1993,101,1940,3134,2439,2439,2439,0,3134,4180,3134,1778,3134,3134,3134,768,768,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,768,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,10713.82224,4477.381763
163,565,Bacillus licheniformis,Bacillus licheniformis,Bacillus licheniformis,1402,,1402,Bacillus,Bacteria,,Bacillota,Bacilli,3618 MYA,640,41855,44380,10071,4510,3618,3618,3618,3618,3618,3618,3618,3618,460,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,1429,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,790,3134,1382,3134,3134,3134,2936,3618,2233,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,1294,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,0,4180,2607,3134,1382,1810,2908,3134,3134,3134,2908,3134,3618,3134,1324,3134,3618,3618,3618,3134,1382,2936,3618,2936,3618,3618,1810,3134,3134,3134,3134,1810,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,7269.903603,3661.897337
164,563,Thermotoga maritima,Thermotoga maritima,Thermotoga maritima,0,2336,2336,Thermotoga,Bacteria,,Thermotogota,Thermotogae,3618 MYA,566,3321,2563,1624,1210,3618,3618,3618,3618,3618,3618,3618,3618,4180,3618,3618,3618,3618,3618,4180,3618,4180,3618,3618,4180,4180,3618,3618,3618,4180,3618,3618,4180,4180,3618,3618,3618,3618,3618,4180,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,3618,4180,4180,4180,3618,4180,4180,4180,3618,4180,4180,3618,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,0,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,3618,4180,4180,4180,3618,3618,3618,4180,4180,4180,3618,4180,3618,3618,4180,4180,4180,4180,4180,4180,4180,4180,4180,3618,4180,4180,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,483.0705437,355.1996867
167,559,Clostridium acetobutylicum,Clostridium acetobutylicum,Clostridium acetobutylicum,1488,,1488,Clostridium,Bacteria,,Bacillota,Costridia,3618 MYA,891,8094,7341,4180,1827,3618,3618,3618,3618,3618,3618,3618,3618,2607,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,2607,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,2607,3134,2607,3134,3134,3134,2936,3618,2607,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2607,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,2607,4180,0,3134,2607,2607,2908,3134,3134,3134,2908,3134,3618,3134,2607,3134,3618,3618,3618,3134,2607,2936,3618,2936,3618,3618,2607,3134,3134,3134,3134,2607,3134,2936,3134,3618,3134,2061,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,2799.021478,1232.09767
,,Xanthomonas campestris pv. campestris ,Xanthomonas campestris,Xanthomonas campestris,0,,340,Xanthomonas,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,2021,122307,6490,2593,1015,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,1778,3618,3618,1778,1778,3618,3618,3618,3134,3618,3618,1778,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,1778,4101,1778,1778,3134,1778,3134,1778,1778,1778,3134,3618,3134,1778,1778,3618,2439,2439,1778,3618,3000,1778,3618,3134,1778,2849,1993,1778,1940,3134,2439,2439,2439,1778,3134,4180,3134,0,3134,3134,3134,1778,1778,276,3134,1993,3618,1993,3134,1778,3618,3618,3618,1778,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,1778,3134,1993,3618,1753,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,19882.65675,7854.904735
172,553,Oceanobacillus iheyensis,Oceanobacillus iheyensis,Oceanobacillus iheyensis,0,182710,182710,Oceanobacillus,Bacteria,,Bacillota,Bacilli,3618 MYA,553,2942,7453,3698,1053,3618,3618,3618,3618,3618,3618,3618,3618,1382,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,1382,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,1382,3134,1566,3134,3134,3134,2936,3618,2233,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,1382,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,1382,4180,2607,3134,0,1810,2908,3134,3134,3134,2908,3134,3618,3134,1382,3134,3618,3618,3618,3134,1566,2936,3618,2936,3618,3618,1810,3134,3134,3134,3134,1810,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,3567.1516,1029.398426
174,540,Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis),Lactococcus lactis,Lactococcus lactis,0,272623,272623,Lactococcus,Bacteria,,Bacillota,Bacilli,3618 MYA,1437,125702,735,585,339,3618,3618,3618,3618,3618,3618,3618,3618,1810,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,1810,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,1810,3134,1810,3134,3134,3134,2936,3618,2233,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,1810,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,1810,4180,2607,3134,1810,0,2908,3134,3134,3134,2908,3134,3618,3134,1810,3134,3618,3618,3618,3134,1810,2936,3618,2936,3618,3618,1317,3134,3134,3134,3134,827,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,26637.20179,13255.51068
175,540,Corynebacterium glutamicum,Corynebacterium glutamicum,Corynebacterium glutamicum,1718,,1718,Corynebacterium,Bacteria,,Actinomycetota,Actinomycetia,3618 MYA,854,23555,33203,6268,3475,3618,3618,3618,3618,3618,3618,3618,3618,2908,3618,3618,3618,3618,3618,621,3618,3134,3618,3618,3134,3134,3618,3618,3618,2908,3618,3618,3134,2908,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1380,3134,4101,3134,3134,2908,3134,2908,3134,3134,3134,2908,3618,2908,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2908,3134,3134,3134,3134,3134,621,3134,3134,3134,3134,2908,4180,2908,3134,2908,2908,0,3134,3134,3134,2739,3134,3618,3134,2908,3134,3618,3618,3618,3134,2908,2908,3618,2908,3618,3618,2908,3134,3134,3134,3134,2908,3134,2908,3134,3618,3134,2908,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,5323.992564,3047.658981
176,531,Erwinia tasmaniensis,Erwinia tasmaniensis,Erwinia tasmaniensis,0,338565,338565,Erwinia,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,540,8303,3752,2730,677,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,0.0034,3618,3618,619,0.0034,3618,3618,3618,3134,3618,3618,768,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,0.0039,4101,619,0.0034,3134,166,3134,0.0042,0.0034,213,3134,3618,3134,0.0034,49,3618,2439,2439,871,3618,3000,0.0034,3618,3134,1481,2849,1993,768,1940,3134,2439,2439,2439,768,3134,4180,3134,1778,3134,3134,3134,0,213,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,166,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,1700.166499,572.0074747
179,529,Sodalis glossinidius (strain morsitans),Sodalis glossinidius,Sodalis glossinidius,63612,,63612,Sodalis,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,535,4380,5159,3763,1917,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,213,3618,3618,619,213,3618,3618,3618,3134,3618,3618,768,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,0.0039,4101,619,213,3134,213,3134,213,213,0.00017,3134,3618,3134,213,49,3618,2439,2439,871,3618,3000,213,3618,3134,1481,2849,1993,768,1940,3134,2439,2439,2439,768,3134,4180,3134,1778,3134,3134,3134,213,0,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,213,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,3007.320204,1853.136578
181,522,Xylella fastidiosa (strain 9a5c),Xylella fastidiosa,Xylella fastidiosa,0,160492,160492,Xylella,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,1661,23461,1843,1565,1024,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,1778,3618,3618,1778,1778,3618,3618,3618,3134,3618,3618,1778,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,1778,4101,1778,1778,3134,1778,3134,1778,1778,1778,3134,3618,3134,1778,1778,3618,2439,2439,1778,3618,3000,1778,3618,3134,1778,2849,1993,1778,1940,3134,2439,2439,2439,1778,3134,4180,3134,276,3134,3134,3134,1778,1778,0,3134,1993,3618,1993,3134,1778,3618,3618,3618,1778,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,1778,3134,1993,3618,1753,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,9409.653111,5046.929614
183,521,Deinococcus radiodurans,Deinococcus radiodurans,Deinococcus radiodurans,1299,,1299,Deinococcus,Bacteria,,Deinococcota,Deinococci,3618 MYA,522,2593,4402,3559,2121,3618,3618,3618,3618,3618,3618,3618,3618,2908,3618,3618,3618,3618,3618,2739,3618,3134,3618,3618,3134,3134,3618,3618,3618,2908,3618,3618,3134,2908,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2739,3134,4101,3134,3134,2908,3134,2908,3134,3134,3134,2908,3618,2908,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2908,3134,3134,3134,3134,3134,2739,3134,3134,3134,3134,2908,4180,2908,3134,2908,2908,2739,3134,3134,3134,0,3134,3618,3134,2908,3134,3618,3618,3618,3134,2908,2908,3618,2908,3618,3618,2908,3134,3134,3134,3134,2908,3134,2908,3134,3618,3134,2908,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,3019.874783,1819.002561
184,519,Chromobacterium violaceum,Chromobacterium violaceum,Chromobacterium violaceum,0,536,536,Chromobacterium,Bacteria,,Pseudomonadota,Betaproteobacteria,3618 MYA,519,20384,46356,11964,6712,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,1993,3618,3618,1993,1993,3618,3618,3618,3134,3618,3618,1993,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,1993,4101,1993,1993,3134,1993,3134,1993,1993,1993,3134,3618,3134,1993,1993,3618,2439,2439,1993,3618,3000,1993,3618,3134,1993,2849,1386,1993,1993,3134,2439,2439,2439,1993,3134,4180,3134,1993,3134,3134,3134,1993,1993,1993,3134,0,3618,1386,3134,1993,3618,3618,3618,1993,3134,3134,3618,3134,3618,3618,3134,1386,2849,2439,2439,3134,1993,3134,1386,3618,1993,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,10501.96632,6313.287894
185,519,Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A),Methanosarcina acetivorans,Methanosarcina acetivorans,0,188937,188937,Methanosarcina,Archaea,Euryarchaeota,Euryarchaeota,Methanomicrobia,3618 MYA,876,7390,4435,3744,2108,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3465,3618,3618,3618,3618,3618,3618,3618,2663,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3465,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,0,3618,3618,3618,3551,3618,3618,3618,3618,3618,3551,3618,2346,4015,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,2936.851079,1806.275439
186,516,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Bordetella pertussis,Bordetella pertussis,520,,520,Bordetella,Bacteria,,Pseudomonadota,Betaproteobacteria,3618 MYA,1925,25401,20375,5803,2683,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,1993,3618,3618,1993,1993,3618,3618,3618,3134,3618,3618,1993,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,1993,4101,1993,1993,3134,1993,3134,1993,1993,1993,3134,3618,3134,1993,1993,3618,2439,2439,1993,3618,3000,1993,3618,3134,1993,2849,744,1993,1993,3134,2439,2439,2439,1993,3134,4180,3134,1993,3134,3134,3134,1993,1993,1993,3134,1386,3618,0,3134,1993,3618,3618,3618,1993,3134,3134,3618,3134,3618,3618,3134,744,2849,2439,2439,3134,1993,3134,744,3618,1993,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,5616.252512,2612.604527
